datasetURI,distributionURI,accessURL,mediaType,catalogTitle,,,,
http://data.europa.eu/88u/dataset/estates-data,http://data.europa.eu/88u/distribution/04750882-f8c0-4d74-9771-5c82536817c2,https://fsadata.github.io/estates-data/data/estates-data-15-16.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/estates-data,http://data.europa.eu/88u/distribution/301be404-a813-4d51-a970-467732a5f42a,https://fsadata.github.io/estates-data/data/estates-data-17-18.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/estates-data,http://data.europa.eu/88u/distribution/b177a488-7a4a-429c-8b89-8a1974398665,https://fsadata.github.io/estates-data/data/estates-data-09-10.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/estates-data,http://data.europa.eu/88u/distribution/0cae6615-0cf9-4809-8a23-7cff7b4f511b,https://fsadata.github.io/estates-data/data/estates-data-11-12.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/estates-data,http://data.europa.eu/88u/distribution/e7b3391c-66e7-49f9-8d50-4b265371d893,https://fsadata.github.io/estates-data/data/estates-data-12-13.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/estates-data,http://data.europa.eu/88u/distribution/43d84bc7-81cd-4644-b5d1-b1140c4c15a3,https://fsadata.github.io/estates-data/data/estates-data-14-15.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/estates-data,http://data.europa.eu/88u/distribution/80282210-2234-493a-b253-b0097ef02935,https://fsadata.github.io/estates-data/data/estates-data-13-14.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/22585c70-e30d-402a-9e65-416edfd1b9db,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-apr19-jun19.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/4fb94924-4be2-4a44-881d-555b7f9a40cf,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-apr-20-jun-20.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/e2d20ef4-87d8-49fa-bc14-22b110387a97,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-apr18-jun18.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/1e17d1e8-3265-4571-8098-5bb2940182ce,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-oct17-dec17.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/5894eb16-d0a0-4e1b-8f45-6bed3f9fd2c4,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jan-20-mar-20.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/06b3e2c1-2935-4b63-ad80-9506448c7c86,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-oct-20-dec-20.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/4452d69e-9ba2-4597-94a5-f33f236e2cb4,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jul16-mar17.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/0128d96d-c5ad-439e-85e7-bf992b889699,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jul17-sept17.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/9e7bd950-4d9a-4706-8b29-380e01802034,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jul18-sep18.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/1488ac90-174a-40a7-9e7e-5bbe7735ed2a,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jul-20-sep-20.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/bdb257ab-d2c2-44f7-9c7e-b3b7a1543bb8,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-apr17-jun17.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/57c4fb96-ce74-49c4-ae34-8610aba862f5,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jan18-mar18.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/d2312b48-14e6-4b07-9cd7-7cff9574b6f2,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-oct18-dec18.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/593f1467-2c63-424b-af07-60297bf65090,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-oct-19-dec-19.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/3fe8cc86-f434-4e3b-b164-2bad48b31fb2,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jan-19-mar-19.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/sheep-goat-conditions,http://data.europa.eu/88u/distribution/a4041cb5-b3eb-4525-b10b-e10c61d20a86,https://fsadata.github.io/sheep-goat-conditions/data/sheep-goat-conditions-jul19-sep19.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/gustina-putne-mrezhe,http://data.europa.eu/88u/distribution/7cc48bbf-d5f7-4fc8-a108-6dc776f4430f,https://github.com/geoanaliticari/depopulacija/raw/master/data/Indicator_9/TXT/Road_Net_Dens_Mun.txt,,Open Data Portal Serbia,,,,
http://data.europa.eu/88u/dataset/gustina-putne-mrezhe,http://data.europa.eu/88u/distribution/876f9479-b4d1-4da9-a854-39fbde2e405b,https://geoanaliticari.github.io/depopulacija/data/Indicator_9/Road_Net_Dens_Mun.zip,,Open Data Portal Serbia,,,,
http://data.europa.eu/88u/dataset/gustina-putne-mrezhe,http://data.europa.eu/88u/distribution/49a18fe7-f317-4f68-829f-ea5bc870d25b,https://github.com/geoanaliticari/depopulacija/raw/master/data/Indicator_9/TXT/Road_Net_Dens_Pop_Chg_1975-2015.txt,,Open Data Portal Serbia,,,,
http://data.europa.eu/88u/dataset/gustina-putne-mrezhe,http://data.europa.eu/88u/distribution/eb910a38-f966-4cd7-9090-96454d96952a,https://github.com/geoanaliticari/depopulacija/raw/master/data/Indicator_9/INDICATOR%209%20Road%20network%20Density.pdf,,Open Data Portal Serbia,,,,
http://data.europa.eu/88u/dataset/gustina-putne-mrezhe,http://data.europa.eu/88u/distribution/6bb0c8b5-5aae-44ab-97db-1731925b1721,https://github.com/geoanaliticari/depopulacija/raw/master/data/Indicator_9/Road_Net_Dens_Pop_Chg_1975-2015.zip,,Open Data Portal Serbia,,,,
http://data.europa.eu/88u/dataset/gustina-putne-mrezhe,http://data.europa.eu/88u/distribution/0d1059c3-d390-45ec-9eeb-e54af9b02907,https://geoanaliticari.github.io/depopulacija/data/Indicator_9/Style/Style_Road_Net_Dens_Mun.qml,,Open Data Portal Serbia,,,,
http://data.europa.eu/88u/dataset/gustina-putne-mrezhe,http://data.europa.eu/88u/distribution/7e89e81e-c189-467e-baa0-9b25a251e160,https://geoanaliticari.github.io/depopulacija/data/Indicator_9/Style/Style_Road_Net_Pop_Chg_1975-2015.qml,,Open Data Portal Serbia,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/0e963ff6-fc7d-4bf3-98d3-3e9ef72026f4,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/pankow.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/13cecb77-d737-4b89-9dfb-97bd190616e0,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/marzahn-hellersdorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/2f7c4d9e-a62e-45fb-beaf-ec98a8cd87e4,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/lichtenberg.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/326d965b-4565-4b95-a51f-deaa661ced26,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/treptow-koepenick.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/36981cb1-494f-4b07-b005-9d528dae78dc,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/pankow.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/3a2936d6-0d4f-4610-84e4-df9a24189bda,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/mitte.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/3fc2412b-8122-4a19-87ad-cd0a481934f7,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/steglitz-zehlendorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/42011bb9-fe39-4f19-94ec-06c4974491ee,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/tempelhof-schoeneberg.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/4c49b338-992c-425f-b9c5-85a00213228c,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/neukoelln.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/54d79da3-b04e-412a-b3d6-616617a33f04,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/treptow-koepenick.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/61012081-9533-4f39-9d8a-b461d7b4c8c7,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/friedrichshain-kreuzberg.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/660af60e-fe07-4f3f-813b-11e66d530c33,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/reinickendorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/68bd38c5-283e-4a85-bd23-a784ccc2d670,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/marzahn-hellersdorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/72f6b06a-0d13-421a-a124-2eb18425aaa7,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/spandau.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/798e2226-9c1e-453a-a042-08eed0fd8f87,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/friedrichshain-kreuzberg.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/8a3c92a8-0567-4966-93a1-01d4a759d13a,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/spandau.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/af094f0c-b1c9-4262-99b6-a86ee94f76ab,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/steglitz-zehlendorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/b9d70874-4ce6-42dc-a269-6ce02563cd16,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/charlottenburg-wilmersdorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/c946ef4e-fa85-448e-a070-599c7d03127e,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/mitte.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/d703345d-6105-4279-a058-f31ba9b46a52,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/lichtenberg.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/dc42fa32-5cc1-4f69-a408-fe78ee130878,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/charlottenburg-wilmersdorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/e13a752d-c25e-4233-8f1d-dd9124ac8086,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2013/reinickendorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/ea7458be-648b-4ae9-97f6-5dba916bb148,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/neukoelln.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/36cdfb2d-5cdd-48ec-bb86-8055071f83d8,http://data.europa.eu/88u/distribution/ffa24814-1465-474e-96ce-0f1e012c1cf5,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/source/2013/tempelhof-schoeneberg.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/05358b2b-6e5a-4223-8223-fc5ca9a44990,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/neukoelln.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/14d578db-afbe-4254-b64e-d475e6f0bad0,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/lichtenberg.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/207795d6-7eb4-40c8-b523-6e5cad054ec3,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/marzahn-hellersdorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/2bd52cc7-4633-46c5-a956-91431e5feb8c,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/charlottenburg-wilmersdorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/373b17fa-ac16-4810-93f0-441e67654724,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/friedrichshain-kreuzberg.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/3a843222-afc8-430a-8129-40a411c00c1b,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/lichtenberg.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/5a282fb6-d122-423b-8140-65508130d6de,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/tempelhof-schoeneberg.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/5cabb26e-112b-439a-b5a1-789dc3784be1,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/steglitz-zehlendorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/63d6cbc8-eb96-4956-bb49-3fad9e48647a,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/reinickendorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/676b0ff0-c03e-4310-9fd4-34e2e8f22d40,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/friedrichshain-kreuzberg.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/7b03671c-b20e-4238-9cc7-11e2d50f2c2d,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/mitte.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/90253284-f7b3-4eac-a2ad-1b992998bdff,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/neukoelln.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/95666285-b7dc-4031-8a69-22e81295f222,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/treptow-koepenick.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/9cff0aec-95f0-4a75-864a-8112b4ad6ee2,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/marzahn-hellersdorf.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/9ec530dc-c324-4c01-853c-998677d27c99,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/reinickendorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/a42f984a-b754-412c-a9a3-13d0bcece34b,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/treptow-koepenick.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/a49a1689-76a9-49a0-937a-a0a434a0e96b,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/tempelhof-schoeneberg.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/afd9c238-5d86-4011-af94-5e4d1f99c6fb,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/spandau.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/c036a52a-ad5d-4a0e-bff5-0ed7f45c2bc6,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/pankow.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/cdf46384-cbd3-4469-b451-fa5d3ea15541,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/steglitz-zehlendorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/d50a52b5-b253-478f-98e7-216caa1af844,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/spandau.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/e67beea9-bf06-4be2-a015-08b8ce0b146c,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/charlottenburg-wilmersdorf.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/f37f65ff-f469-4776-acd4-e01e337ab2c8,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/mitte.csv,text/csv,GovData,,,,
http://data.europa.eu/88u/dataset/b4047dff-11b8-485c-9fbb-271c587676bd,http://data.europa.eu/88u/distribution/f853f522-523b-4587-97af-971f06a76d84,https://github.com/berlinonline/haeufige-vornamen-berlin/raw/master/data/cleaned/2019/pankow.pdf,application/pdf,GovData,,,,
http://data.europa.eu/88u/dataset/trade-control-expert-system-food-of-non-animal-origin,http://data.europa.eu/88u/distribution/ebcde9e0-7073-4d64-b873-45702c0c391f,https://fsadata.github.io/trade-control-expert-system-food-of-non-animal-origin/data/food-of-non-animal-origin-february-2018.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/trade-control-expert-system-food-of-non-animal-origin,http://data.europa.eu/88u/distribution/fc9b12d3-1dcb-4e45-a6bb-09f67323bc4d,https://fsadata.github.io/trade-control-expert-system-food-of-non-animal-origin/data/food-of-non-animal-origin-march-2019.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/https-registrering-fellesdatakatalog-digdir-no-catalogs-974760673-datasets-c0d24886-2075-421e-ae36-9d2c3d9c2c86,http://data.europa.eu/88u/distribution/d9d9e5ed-f52e-427e-bdcd-cccaa9e77e55,https://altinn.github.io/docs/utviklingsguider/data.altinn.no/tjenester/tilsynsdata/,,Felles datakatalog,,,,
http://data.europa.eu/88u/dataset/https-registrering-fellesdatakatalog-digdir-no-catalogs-974760673-datasets-c0d24886-2075-421e-ae36-9d2c3d9c2c86,http://data.europa.eu/88u/distribution/d9d9e5ed-f52e-427e-bdcd-cccaa9e77e55,https://altinn.github.io/docs/utviklingsguider/data.altinn.no/tjenester/tilsynsdata/,,National Data Catalog of Norway,,,,
http://data.europa.eu/88u/dataset/consolidated-waste-pickup-calendar,http://data.europa.eu/88u/distribution/164cd7ed-cc5b-4c20-a477-a0e2ed2e5f63,https://github.com/synapzlu/luxwastecalendar,,La plateforme de données luxembourgeoise,,,,
http://data.europa.eu/88u/dataset/consolidated-waste-pickup-calendar,http://data.europa.eu/88u/distribution/5ab0fea1-5e0a-4ea2-a5c1-3eadfdf29ac1,https://github.com/synapzlu/luxwastecalendar,,La plateforme de données luxembourgeoise,,,,
http://data.europa.eu/88u/dataset/5a431f38-1e2c-449a-898e-34f2a3234c3b,http://data.europa.eu/88u/distribution/d8baf027-f613-4a1b-be0f-f6846da95bbb,https://github.com/api4dt/opendata/raw/main/data/API-Standards.xlsx,http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Joint Research Centre,,,,
http://data.europa.eu/88u/dataset/snsf-openapc-data-schweizerischer-nationalfonds-zur-forderung-der-wissenschaftlichen-forschung-snf,http://data.europa.eu/88u/distribution/a15a47f5-4c19-4876-8b0d-f802516a3a0e,https://github.com/OpenAPC/openapc-de/tree/master/data/snsf,http://www.iana.org/assignments/media-types/text/csv,opendata.swiss,,,,
http://data.europa.eu/88u/dataset/animal-welfare-and-hygiene-compliance-sections,http://data.europa.eu/88u/distribution/1a8ca804-2447-4cad-a421-6d4ba534ad6f,https://fsadata.github.io/animal-welfare-and-hygiene-compliance-sections/data/animal-welfare-and-hygiene-compliance-sections-september-18.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/average-daily-footfall-in-aviation-house-by-week,http://data.europa.eu/88u/distribution/2e2f0aee-739d-43a6-982d-33d562c64b1d,https://fsadata.github.io/average-daily-footfall-in-aviation-house-by-week/data/average-daily-footfall-in-aviation-house-by-week-in-2016.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/average-daily-footfall-in-aviation-house-by-week,http://data.europa.eu/88u/distribution/a1290c35-0b9a-46d9-8ed2-68acadcbfcbf,https://fsadata.github.io/average-daily-footfall-in-aviation-house-by-week/data/average-daily-footfall-in-aviation-house-by-week-in-2017.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/correspondence-case-record-treat-official,http://data.europa.eu/88u/distribution/29d11352-2830-44c6-af79-71ef011ac80c,https://fsadata.github.io/correspondence-case-record-treat-official/data/2016-correspondence-case-record-treat-official.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/data-sharing-register,http://data.europa.eu/88u/distribution/73591c6b-773a-47df-8d35-93e140547b7c,https://fsadata.github.io/data-sharing-register/data/data-sharing-register-for-2016.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/data-sharing-register,http://data.europa.eu/88u/distribution/13096dfd-bea9-453a-b440-78b1482a895f,https://fsadata.github.io/data-sharing-register/data/data-sharing-register-for-2017.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/data_gov_uk-datasets,http://data.europa.eu/88u/distribution/0db5aafc-a73d-4a2d-9a99-4ffbc452268a,http://datagovuk.github.io/guidance/api.html,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/field-operations-staff-hours,http://data.europa.eu/88u/distribution/7d557872-c2e9-45ff-b05d-51b9c3128375,https://fsadata.github.io/field-operations-staff-hours/data/field-operations-staff-hours-march-2016-to-february-2017.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/field-operations-staff-hours,http://data.europa.eu/88u/distribution/bb7866f8-fbbe-4142-b8b6-84ac5807cb4b,https://fsadata.github.io/field-operations-staff-hours/data/field-operations-staff-hours-september-2018-to-august-2019.csv,,data.gov.uk,,,,
http://data.europa.eu/88u/dataset/field-operations-staff-hours,http://data.europa.eu/88u/distribution/36c85942-6c23-4e58-a5ec-1c04a128528f,https://fsadata.github.io/field-operations-staff-hours/data/field-operations-staff-hours-december-2019-to-november-2020.csv,,data.gov.uk,,,,
